year,current_account_pct_gdp
2015,-1.06754907167965
2016,-0.52788060603752
2017,-1.43948820320989
2018,-2.42697545810527
2019,-1.04961203910072
2020,1.22362111042791
2021,-1.05524166809383
2022,-2.43238270956779
2023,-0.912777939495827
2024,-0.851289719084462
